School ID, Category, Category Type, Year, Composite Score Mean, Total Tested
 D",Network 9,IEP,11th Grade,19.8,54
 D",Network 9,IEP,11th Grade,,1
 D",Network 9,IEP,11th Grade,17.4,71
 D",Network 9,IEP,11th Grade,,1
 D",Network 9,IEP,11th Grade,19.7,48
 D",Network 9,IEP,11th Grade,,2
 D",Network 9,IEP,11th Grade,18.6,68
 D",Network 9,IEP,11th Grade,,5
 D",Network 9,IEP,11th Grade,17.6,76
 D",Network 9,IEP,11th Grade,,1
 D",Network 9,IEP,11th Grade,18.2,70
610574,IEP,Has IEP,2014,,4
610574,IEP,Does not have IEP,2014,13.9,25
610574,IEP,Does not have IEP,2015,14.2,13
610574,IEP,Has IEP,2015,,1
610392,IEP,Has IEP,2008,,8
610392,IEP,Does not have IEP,2008,15.7,64
610392,IEP,Has IEP,2009,13.3,10
610392,IEP,Does not have IEP,2009,16.1,56
610392,IEP,Has IEP,2010,,7
610392,IEP,Does not have IEP,2010,16.8,48
610392,IEP,Has IEP,2011,12.7,15
610392,IEP,Does not have IEP,2011,16.9,80
610392,IEP,Has IEP,2012,14.2,14
610392,IEP,Does not have IEP,2012,16.8,78
610392,IEP,Has IEP,2013,14.6,12
610392,IEP,Does not have IEP,2013,17.2,72
610392,IEP,Has IEP,2014,,8
610392,IEP,Does not have IEP,2014,17.1,67
610392,IEP,Has IEP,2015,15.4,15
610392,IEP,Does not have IEP,2015,18.1,76
400134,IEP,Has IEP,2013,12.5,11
400134,IEP,Does not have IEP,2013,15.7,44
400134,IEP,Does not have IEP,2014,15.6,57
400134,IEP,Has IEP,2014,,5
400125,IEP,Has IEP,2013,,5
400125,IEP,Does not have IEP,2013,14.1,58
400125,IEP,Has IEP,2014,,9
400125,IEP,Does not have IEP,2014,14.8,49
400125,IEP,Has IEP,2015,12.6,15
400125,IEP,Does not have IEP,2015,14.8,45
400126,IEP,Does not have IEP,2013,14.1,52
400126,IEP,Has IEP,2013,12.7,15
400126,IEP,Has IEP,2014,12.8,18
400126,IEP,Does not have IEP,2014,15.5,61
400126,IEP,Does not have IEP,2015,,3
400127,IEP,Does not have IEP,2013,13.3,58
400127,IEP,Has IEP,2013,12.3,10
400127,IEP,Does not have IEP,2014,13.7,46
400127,IEP,Has IEP,2014,12.8,11
400127,IEP,Does not have IEP,2015,14.1,15
400127,IEP,Has IEP,2015,,0
400131,IEP,Does not have IEP,2013,14.2,57
400131,IEP,Has IEP,2013,13.3,10
400131,IEP,Has IEP,2014,12.8,11
400131,IEP,Does not have IEP,2014,14.7,66
400131,IEP,Does not have IEP,2015,,9
400131,IEP,Has IEP,2015,14.6,10
400128,IEP,Does not have IEP,2013,13.1,45
400128,IEP,Has IEP,2013,12.6,10
400128,IEP,Does not have IEP,2014,13.6,35
400128,IEP,Has IEP,2014,,5
400128,IEP,Does not have IEP,2015,13.4,29
400128,IEP,Has IEP,2015,,9
400150,IEP,Has IEP,2013,13.5,10
400150,IEP,Does not have IEP,2013,13.9,55
400150,IEP,Does not have IEP,2014,14.5,36
400150,IEP,Has IEP,2014,12.6,10
400150,IEP,Does not have IEP,2015,13.0,22
400150,IEP,Has IEP,2015,,8
400145,IEP,Does not have IEP,2013,13.7,74
400145,IEP,Has IEP,2013,12.6,20
400145,IEP,Has IEP,2014,13.6,12
400145,IEP,Does not have IEP,2014,14.8,64
400145,IEP,Has IEP,2015,12.7,10
400145,IEP,Does not have IEP,2015,14.0,24
400123,IEP,Does not have IEP,2013,13.3,29
400123,IEP,Has IEP,2013,,2
400123,IEP,Does not have IEP,2014,14.5,30
400123,IEP,Has IEP,2014,12.0,10
400123,IEP,Has IEP,2015,,7
400123,IEP,Does not have IEP,2015,14.0,49
400129,IEP,Has IEP,2013,,4
400129,IEP,Does not have IEP,2013,14.0,28
400129,IEP,Does not have IEP,2014,14.5,18
400129,IEP,Has IEP,2014,,1
400129,IEP,Does not have IEP,2015,13.4,13
400129,IEP,Has IEP,2015,,2
400133,IEP,Has IEP,2013,14.4,12
400133,IEP,Does not have IEP,2013,14.3,66
400133,IEP,Does not have IEP,2014,15.0,51
400133,IEP,Has IEP,2014,,8
400133,IEP,Does not have IEP,2015,14.8,32
400133,IEP,Has IEP,2015,,6
400135,IEP,Has IEP,2013,,9
400135,IEP,Does not have IEP,2013,14.2,69
400135,IEP,Does not have IEP,2014,15.1,73
400135,IEP,Has IEP,2014,13.4,17
400135,IEP,Does not have IEP,2015,14.4,63
400135,IEP,Has IEP,2015,12.6,17
400124,IEP,Does not have IEP,2013,13.0,32
400124,IEP,Has IEP,2013,,7
400124,IEP,Has IEP,2014,12.5,10
400124,IEP,Does not have IEP,2014,14.0,34
400124,IEP,Has IEP,2015,,6
400124,IEP,Does not have IEP,2015,13.3,44
400136,IEP,Does not have IEP,2013,15.9,34
400136,IEP,Has IEP,2013,,3
400136,IEP,Has IEP,2014,,5
400136,IEP,Does not have IEP,2014,14.6,37
400139,IEP,Has IEP,2013,,8
400139,IEP,Does not have IEP,2013,13.3,62
400139,IEP,Does not have IEP,2014,13.8,80
400139,IEP,Has IEP,2014,12.3,41
400141,IEP,Does not have IEP,2013,16.2,63
400141,IEP,Has IEP,2013,,7
400141,IEP,Does not have IEP,2014,16.1,46
400141,IEP,Has IEP,2014,,8
400141,IEP,Does not have IEP,2015,16.5,49
400141,IEP,Has IEP,2015,,5
400142,IEP,Does not have IEP,2013,13.6,57
400142,IEP,Has IEP,2013,12.3,14
400142,IEP,Has IEP,2014,,6
400142,IEP,Does not have IEP,2014,14.8,31
400142,IEP,Has IEP,2015,,3
400142,IEP,Does not have IEP,2015,15.8,11
400143,IEP,Does not have IEP,2013,13.8,73
400143,IEP,Has IEP,2013,12.3,21
400143,IEP,Has IEP,2014,,9
400143,IEP,Does not have IEP,2014,14.5,64
400143,IEP,Does not have IEP,2015,14.8,60
400143,IEP,Has IEP,2015,,9
400144,IEP,Has IEP,2013,12.6,11
400144,IEP,Does not have IEP,2013,13.9,44
400144,IEP,Does not have IEP,2014,14.6,48
400144,IEP,Has IEP,2014,,7
400144,IEP,Does not have IEP,2015,14.4,23
400144,IEP,Has IEP,2015,,9
400130,IEP,Does not have IEP,2013,13.4,60
400130,IEP,Has IEP,2013,12.6,11
400130,IEP,Has IEP,2014,,8
400130,IEP,Does not have IEP,2014,13.8,33
400130,IEP,Does not have IEP,2015,14.0,25
400130,IEP,Has IEP,2015,,3
400087,IEP,Does not have IEP,2003,17.0,53
400087,IEP,Has IEP,2003,,7
400087,IEP,Has IEP,2004,13.1,11
400087,IEP,Does not have IEP,2004,16.4,37
400087,IEP,Does not have IEP,2005,16.1,42
400087,IEP,Has IEP,2005,,6
400087,IEP,Has IEP,2006,,6
400087,IEP,Does not have IEP,2006,16.6,34
400087,IEP,Has IEP,2007,,8
400087,IEP,Does not have IEP,2007,16.5,48
400087,IEP,Has IEP,2008,,9
400087,IEP,Does not have IEP,2008,16.6,47
400087,IEP,Has IEP,2009,,9
400087,IEP,Does not have IEP,2009,16.0,46
400087,IEP,Does not have IEP,2010,16.5,51
400087,IEP,Has IEP,2010,,7
400087,IEP,Has IEP,2011,13.9,10
400087,IEP,Does not have IEP,2011,17.7,40
400087,IEP,Does not have IEP,2012,17.3,39
400087,IEP,Has IEP,2012,,5
400087,IEP,Does not have IEP,2013,16.5,47
400087,IEP,Has IEP,2013,,4
400087,IEP,Does not have IEP,2014,16.7,39
400087,IEP,Has IEP,2014,,8
400087,IEP,Has IEP,2015,,8
400087,IEP,Does not have IEP,2015,16.9,44
609755,IEP,Does not have IEP,2001,24.5,472
609755,IEP,Has IEP,2001,,4
609755,IEP,Does not have IEP,2002,25.2,412
609755,IEP,Has IEP,2002,,6
609755,IEP,Does not have IEP,2003,24.6,430
609755,IEP,Has IEP,2003,,5
609755,IEP,Does not have IEP,2004,25.4,420
609755,IEP,Has IEP,2004,,8
609755,IEP,Does not have IEP,2005,25.8,362
609755,IEP,Has IEP,2005,,2
609755,IEP,Does not have IEP,2006,25.3,511
609755,IEP,Has IEP,2006,20.7,11
609755,IEP,Does not have IEP,2007,25.4,401
609755,IEP,Has IEP,2007,,8
609755,IEP,Does not have IEP,2008,26.1,450
609755,IEP,Has IEP,2008,,1
609755,IEP,Does not have IEP,2009,26.0,463
609755,IEP,Has IEP,2009,,5
609755,IEP,Does not have IEP,2010,26.3,484
609755,IEP,Has IEP,2010,21.2,16
609755,IEP,Does not have IEP,2011,26.7,467
609755,IEP,Has IEP,2011,,8
609755,IEP,Has IEP,2012,17.5,16
609755,IEP,Does not have IEP,2012,27.4,448
609755,IEP,Does not have IEP,2013,27.7,400
609755,IEP,Has IEP,2013,18.6,18
609755,IEP,Has IEP,2014,18.9,20
609755,IEP,Does not have IEP,2014,27.3,452
609755,IEP,Does not have IEP,2015,27.6,469
609755,IEP,Has IEP,2015,19.9,20
400010,Race / Gender,Hispanic - Male,2007,16.6,20
400010,Race / Gender,Black - Male,2007,15.8,28
400010,Race / Gender,Hispanic - Female,2007,15.6,24
400010,Race / Gender,Black - Female,2007,15.4,21
400010,Race / Gender,Other - Female,2007,,1
400010,Lunch,Not Free / Reduced Lunch,2007,,7
400010,Lunch,Free / Reduced Lunch,2007,15.9,97
400010,LEP,Is Not LEP,2007,16.0,100
400010,LEP,LEP,2007,,4
400010,Race / Gender,Native American - Female,2007,,1
400010,Race / Gender,Asian / Pacific - Male,2007,,1
400010,Race / Gender,White - Female,2007,,8
400010,Lunch,Not Free / Reduced Lunch,2008,16.7,10
400010,Lunch,Free / Reduced Lunch,2008,15.6,76
400010,LEP,LEP,2008,,1
400010,LEP,Is Not LEP,2008,15.7,85
400010,Race / Gender,Black - Male,2008,16.1,31
400010,Race / Gender,Hispanic - Female,2008,,9
400010,Race / Gender,Black - Female,2008,14.2,26
400010,Race / Gender,White - Male,2008,,1
400010,Race / Gender,Hispanic - Male,2008,16.0,14
400010,Race / Gender,White - Female,2008,,1
400010,Race / Gender,Native American - Female,2008,,1
400010,Race / Gender,Asian / Pacific - Male,2008,,1
400010,Race / Gender,Other - Female,2008,,2
400010,Lunch,Free / Reduced Lunch,2009,15.3,88
400010,Lunch,Not Free / Reduced Lunch,2009,15.2,19
400010,LEP,LEP,2009,,3
400010,LEP,Is Not LEP,2009,15.4,104
400010,Race / Gender,Hispanic - Male,2009,15.0,16
400010,Race / Gender,Asian / Pacific - Female,2009,,2
400010,Race / Gender,Hispanic - Female,2009,16.3,19
400010,Race / Gender,Black - Male,2009,15.4,43
400010,Race / Gender,White - Male,2009,,2
400010,Race / Gender,Black - Female,2009,13.8,20
400010,Race / Gender,White - Female,2009,,5
400010,Lunch,Free / Reduced Lunch,2010,15.6,112
400010,Lunch,Not Free / Reduced Lunch,2010,,7
400010,LEP,LEP,2010,,1
400010,LEP,Is Not LEP,2010,15.7,118
400010,Race / Gender,Hispanic - Male,2010,15.7,16
400010,Race / Gender,Black - Female,2010,15.5,33
400010,Race / Gender,White - Male,2010,,1
400010,Race / Gender,White - Female,2010,,5
400010,Race / Gender,Hispanic - Female,2010,16.1,14
400010,Race / Gender,Black - Male,2010,15.4,48
400010,Race / Gender,Other - Female,2010,,1
400010,Race / Gender,Other - Male,2010,,1
400010,Lunch,Free / Reduced Lunch,2011,16.1,103
400010,Race / Gender,White - Male,2011,,4
400010,Race / Gender,Hispanic - Male,2011,17.1,23
400010,Race / Gender,Black - Female,2011,16.2,28
400010,Race / Gender,Hispanic - Female,2011,15.8,14
400010,Race / Gender,Black - Male,2011,15.5,30
400010,Race / Gender,White - Female,2011,,3
400010,Race / Gender,Native American - Female,2011,,1
400010,Race / Gender,Other - Male,2011,,2
400010,LEP,Is Not LEP,2011,16.2,103
400010,LEP,LEP,2011,,2
400010,Lunch,Not Free / Reduced Lunch,2011,,2
400010,LEP,LEP,2012,,2
400010,Race / Gender,White - Female,2012,,2
400010,Race / Gender,Hispanic - Male,2012,16.3,18
400010,Race / Gender,Black - Female,2012,15.3,28
400010,Race / Gender,Native American - Female,2012,,3
400010,Race / Gender,Hispanic - Female,2012,17.5,12
400010,Race / Gender,Black - Male,2012,15.2,36
400010,Race / Gender,Native American - Male,2012,,2
400010,Race / Gender,Other - Male,2012,,5
400010,Race / Gender,Other - Female,2012,,4
400010,LEP,Is Not LEP,2012,15.9,108
400010,Lunch,Not Free / Reduced Lunch,2012,,8
400010,Lunch,Free / Reduced Lunch,2012,15.9,102
400010,Race / Gender,Black - Female,2013,15.6,29
400010,Race / Gender,White - Male,2013,,4
400010,LEP,LEP,2013,,3
400010,LEP,Is Not LEP,2013,16.4,85
400010,Race / Gender,Black - Male,2013,16.1,27
400010,Race / Gender,Hispanic - Male,2013,17.7,17
400010,Race / Gender,Hispanic - Female,2013,16.9,11
400010,Lunch,Free / Reduced Lunch,2013,16.3,83
400010,Lunch,Not Free / Reduced Lunch,2013,,5
400010,LEP,Is Not LEP,2014,15.3,88
400010,LEP,LEP,2014,,2
400010,Race / Gender,Black - Male,2014,14.6,44
400010,Race / Gender,White - Female,2014,,1
400010,Race / Gender,Black - Female,2014,15.1,23
400010,Race / Gender,Hispanic - Male,2014,16.8,11
400010,Lunch,Free / Reduced Lunch,2014,15.3,89
400010,Lunch,Not Free / Reduced Lunch,2014,,1
400010,Race / Gender,Hispanic - Female,2014,16.4,11
400010,LEP,Is Not LEP,2015,14.8,113
400010,LEP,LEP,2015,,4
400010,Race / Gender,White - Female,2015,,1
400010,Race / Gender,Hispanic - Female,2015,,7
400010,Race / Gender,Native American - Female,2015,,2
400010,Race / Gender,Black - Female,2015,15.1,51
400010,Race / Gender,White - Male,2015,,1
400010,Lunch,Not Free / Reduced Lunch,2015,,4
400010,Race / Gender,Black - Male,2015,13.9,47
400010,Lunch,Free / Reduced Lunch,2015,14.7,113
400010,Race / Gender,Hispanic - Male,2015,,8
610513,Race / Gender,Hispanic - Male,2012,18.3,31
610513,Race / Gender,Hispanic - Female,2012,17.6,11
610513,Race / Gender,Asian / Pacific - Male,2012,,2
610513,Race / Gender,White - Male,2012,,4
610513,Race / Gender,Black - Male,2012,18.0,30
610513,Race / Gender,Other - Male,2012,,1
610513,Race / Gender,Black - Female,2012,17.5,11
610513,Lunch,Not Free / Reduced Lunch,2012,20.6,12
610513,Lunch,Free / Reduced Lunch,2012,17.8,78
610513,LEP,LEP,2012,,1
610513,LEP,Is Not LEP,2012,18.2,89
610513,Race / Gender,White - Male,2013,,3
610513,Race / Gender,Asian / Pacific - Female,2013,,1
610513,Race / Gender,White - Female,2013,,1
610513,Race / Gender,Black - Male,2013,17.3,25
610513,Race / Gender,Other - Male,2013,,1
610513,Race / Gender,Black - Female,2013,17.6,11
610513,Race / Gender,Other - Female,2013,,1
610513,Lunch,Not Free / Reduced Lunch,2013,,7
610513,Lunch,Free / Reduced Lunch,2013,18.2,65
610513,LEP,Is Not LEP,2013,18.1,72
610513,Race / Gender,Hispanic - Male,2013,19.1,18
610513,Race / Gender,Hispanic - Female,2013,18.3,10
610513,Race / Gender,Asian / Pacific - Male,2013,,1
610513,Lunch,Free / Reduced Lunch,2014,18.2,80
610513,LEP,LEP,2014,,2
610513,LEP,Is Not LEP,2014,18.5,99
610513,Lunch,Not Free / Reduced Lunch,2014,19.3,21
610513,Race / Gender,Hispanic - Male,2014,17.0,25
610513,Race / Gender,Hispanic - Female,2014,18.3,15
610513,Race / Gender,Asian / Pacific - Male,2014,,4
610513,Race / Gender,White - Male,2014,,7
610513,Race / Gender,Asian / Pacific - Female,2014,,4
610513,Race / Gender,White - Female,2014,,6
610513,Race / Gender,Black - Male,2014,18.2,24
610513,Race / Gender,Other - Male,2014,,1
610513,Race / Gender,Black - Female,2014,18.1,14
610513,Race / Gender,Other - Female,2014,,1
610513,Lunch,Free / Reduced Lunch,2015,18.3,72
610513,LEP,Is Not LEP,2015,18.7,85
610513,LEP,LEP,2015,,1
610513,Lunch,Not Free / Reduced Lunch,2015,20.1,14
610513,Race / Gender,Asian / Pacific - Female,2015,,1
610513,Race / Gender,Asian / Pacific - Male,2015,,2
610513,Race / Gender,Black - Female,2015,17.1,12
610513,Race / Gender,Hispanic - Female,2015,20.3,12
610513,Race / Gender,Hispanic - Male,2015,18.7,25
610513,Race / Gender,White - Female,2015,,5
610513,Race / Gender,White - Male,2015,,7
610513,Race / Gender,Black - Male,2015,18.1,22
610524,Race / Gender,Native American - Male,2012,,1
610524,Race / Gender,Hispanic - Male,2012,17.7,12
610524,Race / Gender,Hispanic - Female,2012,17.8,17
610524,Race / Gender,White - Male,2012,,1
610524,Race / Gender,Asian / Pacific - Female,2012,,1
610524,Race / Gender,White - Female,2012,,4
610524,Race / Gender,Black - Male,2012,17.1,18
610524,Race / Gender,Black - Female,2012,,9
610524,Race / Gender,Other - Female,2012,,1
610524,Race / Gender,Other - Male,2012,,2
610524,Lunch,Not Free / Reduced Lunch,2012,19.3,14
610524,Lunch,Free / Reduced Lunch,2012,17.7,52
610524,LEP,LEP,2012,,3
610524,LEP,Is Not LEP,2012,18.3,63
610524,Race / Gender,Black - Male,2013,15.5,16
610524,Race / Gender,White - Female,2013,,4
610524,Race / Gender,Hispanic - Male,2013,16.7,18
610524,Race / Gender,Native American - Female,2013,,1
610524,Race / Gender,Hispanic - Female,2013,16.5,15
610524,Race / Gender,White - Male,2013,,3
610524,Race / Gender,Asian / Pacific - Female,2013,,1
610524,Race / Gender,Black - Female,2013,,6
610524,Race / Gender,Other - Female,2013,,2
610524,Lunch,Not Free / Reduced Lunch,2013,18.9,11
610524,Lunch,Free / Reduced Lunch,2013,16.5,55
610524,LEP,Is Not LEP,2013,16.9,66
610524,Race / Gender,Asian / Pacific - Male,2014,,1
610524,Race / Gender,White - Male,2014,,6
610524,Race / Gender,Asian / Pacific - Female,2014,,1
610524,Race / Gender,White - Female,2014,,1
610524,Race / Gender,Black - Male,2014,,8
610524,Race / Gender,Black - Female,2014,,8
610524,Race / Gender,Other - Male,2014,,1
610524,Lunch,Not Free / Reduced Lunch,2014,18.6,11
610524,Lunch,Free / Reduced Lunch,2014,17.5,39
610524,LEP,LEP,2014,,1
610524,LEP,Is Not LEP,2014,17.8,49
610524,Race / Gender,Hispanic - Female,2014,17.9,14
610524,Race / Gender,Hispanic - Male,2014,18.5,10
610524,Race / Gender,Black - Female,2015,,9
610524,Race / Gender,Black - Male,2015,,6
610524,Race / Gender,Hispanic - Female,2015,17.1,15
610524,Race / Gender,Hispanic - Male,2015,16.5,19
610524,Race / Gender,White - Male,2015,,2
610524,Lunch,Not Free / Reduced Lunch,2015,19.9,13
610524,Lunch,Free / Reduced Lunch,2015,16.6,41
610524,LEP,Is Not LEP,2015,17.5,52
610524,LEP,LEP,2015,,2
610524,Race / Gender,Asian / Pacific - Male,2015,,1
610524,Race / Gender,White - Female,2015,,2
400012,Race / Gender,Black - Male,2015,16.2,17
400012,Race / Gender,Other - Male,2015,,1
400012,Race / Gender,Black - Female,2015,16.5,14
400012,Lunch,Not Free / Reduced Lunch,2015,,2
400012,Lunch,Free / Reduced Lunch,2015,16.5,30
400012,LEP,LEP,2015,,1
400012,LEP,Is Not LEP,2015,16.4,31
609695,Lunch,Not Free / Reduced Lunch,2001,16.7,11
609695,Lunch,Free / Reduced Lunch,2001,15.5,233
609695,LEP,Is Not LEP,2001,15.6,244
609695,Race / Gender,Black - Male,2001,,7
609695,Race / Gender,Asian / Pacific - Male,2001,15.0,22
609695,Race / Gender,Black - Female,2001,16.9,12
609695,Race / Gender,Hispanic - Male,2001,14.9,51
609695,Race / Gender,Hispanic - Female,2001,14.8,51
609695,Race / Gender,White - Male,2001,15.5,43
609695,Race / Gender,Asian / Pacific - Female,2001,16.4,15
609695,Race / Gender,White - Female,2001,16.8,43
609695,Race / Gender,Unknown Race - Male,2001,13.2,20
609695,Race / Gender,Unknown Race - Female,2001,13.4,18
609695,Lunch,Not Free / Reduced Lunch,2002,14.8,41
609695,Lunch,Free / Reduced Lunch,2002,15.6,209
609695,LEP,LEP,2002,13.6,61
609695,LEP,Is Not LEP,2002,16.0,197
609695,Race / Gender,Unknown Race - Female,2002,,4
609695,Race / Gender,Hispanic - Male,2002,15.2,45
609695,Race / Gender,Hispanic - Female,2002,15.6,50
609695,Race / Gender,White - Male,2002,15.2,46
609695,Race / Gender,White - Female,2002,16.1,38
609695,Race / Gender,Other - Male,2002,,1
609695,Race / Gender,Asian / Pacific - Female,2002,15.9,18
609695,Race / Gender,Black - Male,2002,15.7,13
609695,Race / Gender,Black - Female,2002,,9
609695,Race / Gender,Asian / Pacific - Male,2002,16.5,17
609695,Race / Gender,Other - Female,2002,,2
609695,Race / Gender,Unknown Race - Male,2002,13.0,16
609695,Lunch,Free / Reduced Lunch,2003,15.6,206
609695,Lunch,Not Free / Reduced Lunch,2003,17.1,21
609695,LEP,LEP,2003,14.7,15
609695,LEP,Is Not LEP,2003,15.8,212
609695,Race / Gender,Hispanic - Male,2003,15.3,56
609695,Race / Gender,Native American - Male,2003,,2
609695,Race / Gender,Hispanic - Female,2003,15.3,54
609695,Race / Gender,Black - Male,2003,15.2,17
609695,Race / Gender,White - Male,2003,16.2,28
609695,Race / Gender,Asian / Pacific - Male,2003,16.3,17
609695,Race / Gender,Asian / Pacific - Female,2003,15.0,12
609695,Race / Gender,Black - Female,2003,,8
609695,Race / Gender,White - Female,2003,17.0,33
609695,Race / Gender,Unknown Race - Male,2003,13.7,14
609695,Race / Gender,Unknown Race - Female,2003,13.5,14
609695,Lunch,Not Free / Reduced Lunch,2004,17.5,22
609695,Lunch,Free / Reduced Lunch,2004,15.8,213
609695,LEP,LEP,2004,13.7,13
609695,LEP,Is Not LEP,2004,16.1,222
609695,Race / Gender,White - Female,2004,16.5,30
609695,Race / Gender,Asian / Pacific - Female,2004,,7
609695,Race / Gender,Hispanic - Female,2004,15.8,68
609695,Race / Gender,Hispanic - Male,2004,15.4,51
609695,Race / Gender,Native American - Male,2004,,2
609695,Race / Gender,Asian / Pacific - Male,2004,17.2,14
609695,Race / Gender,Black - Male,2004,15.1,18
609695,Race / Gender,Black - Female,2004,15.9,18
609695,Race / Gender,White - Male,2004,15.8,27
609695,Lunch,Not Free / Reduced Lunch,2005,15.5,38
609695,Lunch,Free / Reduced Lunch,2005,16.0,226
609695,LEP,LEP,2005,14.3,36
609695,LEP,Is Not LEP,2005,16.2,228
609695,Race / Gender,Hispanic - Male,2005,15.5,65
609695,Race / Gender,Hispanic - Female,2005,15.5,78
609695,Race / Gender,Asian / Pacific - Female,2005,17.4,17
609695,Race / Gender,Asian / Pacific - Male,2005,17.1,22
609695,Race / Gender,Black - Male,2005,16.6,14
609695,Race / Gender,Black - Female,2005,16.2,18
609695,Race / Gender,White - Female,2005,15.9,24
609695,Race / Gender,White - Male,2005,16.2,26
609695,Lunch,Not Free / Reduced Lunch,2006,15.9,22
609695,Lunch,Free / Reduced Lunch,2006,16.0,242
609695,LEP,LEP,2006,,8
609695,LEP,Is Not LEP,2006,16.1,256
609695,Race / Gender,Asian / Pacific - Female,2006,16.2,19
609695,Race / Gender,White - Female,2006,16.8,25
609695,Race / Gender,Black - Male,2006,15.1,17
609695,Race / Gender,White - Male,2006,16.6,26
609695,Race / Gender,Asian / Pacific - Male,2006,16.6,17
609695,Race / Gender,Black - Female,2006,16.5,37
609695,Race / Gender,Hispanic - Male,2006,15.7,67
609695,Race / Gender,Hispanic - Female,2006,15.5,57
609695,Lunch,Not Free / Reduced Lunch,2007,17.3,22
609695,Lunch,Free / Reduced Lunch,2007,16.4,270
609695,LEP,LEP,2007,14.6,33
609695,LEP,Is Not LEP,2007,16.7,259
609695,Race / Gender,Hispanic - Female,2007,15.8,82
609695,Race / Gender,Hispanic - Male,2007,16.3,72
609695,Race / Gender,Black - Male,2007,16.2,19
609695,Race / Gender,White - Male,2007,16.1,23
609695,Race / Gender,Asian / Pacific - Female,2007,17.3,23
609695,Race / Gender,Asian / Pacific - Male,2007,18.0,21
609695,Race / Gender,Black - Female,2007,16.4,19
609695,Race / Gender,White - Female,2007,17.6,33
609695,Lunch,Not Free / Reduced Lunch,2008,18.6,37
609695,Lunch,Free / Reduced Lunch,2008,16.6,222
609695,LEP,LEP,2008,14.0,26
609695,LEP,Is Not LEP,2008,17.2,233
609695,Race / Gender,Asian / Pacific - Male,2008,18.4,14
609695,Race / Gender,Native American - Female,2008,,1
609695,Race / Gender,Hispanic - Male,2008,16.5,60
609695,Race / Gender,Hispanic - Female,2008,16.2,77
609695,Race / Gender,White - Male,2008,18.9,21
609695,Race / Gender,Asian / Pacific - Female,2008,16.8,25
609695,Race / Gender,Black - Male,2008,16.5,13
609695,Race / Gender,Other - Male,2008,,3
609695,Race / Gender,Black - Female,2008,16.6,18
609695,Race / Gender,White - Female,2008,17.9,23
609695,Race / Gender,Other - Female,2008,,4
609695,Lunch,Free / Reduced Lunch,2009,16.3,235
609695,Lunch,Not Free / Reduced Lunch,2009,16.0,44
609695,LEP,LEP,2009,13.6,39
609695,LEP,Is Not LEP,2009,16.7,240
609695,Race / Gender,Hispanic - Male,2009,16.5,76
609695,Race / Gender,Hispanic - Female,2009,15.8,78
609695,Race / Gender,Asian / Pacific - Female,2009,17.5,25
609695,Race / Gender,Asian / Pacific - Male,2009,16.7,15
609695,Race / Gender,Black - Male,2009,15.6,26
609695,Race / Gender,Black - Female,2009,16.3,22
609695,Race / Gender,Other - Male,2009,,5
609695,Race / Gender,White - Female,2009,16.5,12
609695,Race / Gender,White - Male,2009,16.7,17
609695,Race / Gender,Other - Female,2009,,3
609695,Lunch,Free / Reduced Lunch,2010,15.8,304
609695,Lunch,Not Free / Reduced Lunch,2010,17.4,37
609695,Race / Gender,Asian / Pacific - Female,2010,15.8,11
609695,LEP,LEP,2010,13.6,31
609695,LEP,Is Not LEP,2010,16.2,310
609695,Race / Gender,Hispanic - Male,2010,15.9,106
609695,Race / Gender,Native American - Male,2010,,1
609695,Race / Gender,Asian / Pacific - Male,2010,16.6,27
609695,Race / Gender,Other - Male,2010,,5
609695,Race / Gender,Black - Male,2010,16.0,27
609695,Race / Gender,White - Male,2010,16.6,18
609695,Race / Gender,Black - Female,2010,15.2,31
609695,Race / Gender,White - Female,2010,18.0,13
609695,Race / Gender,Hispanic - Female,2010,15.6,94
609695,Race / Gender,Other - Female,2010,,8
609695,Lunch,Free / Reduced Lunch,2011,16.5,334
609695,Lunch,Not Free / Reduced Lunch,2011,17.6,33
609695,LEP,LEP,2011,13.2,25
609695,LEP,Is Not LEP,2011,16.8,342
609695,Race / Gender,Asian / Pacific - Male,2011,19.7,21
609695,Race / Gender,Black - Male,2011,14.7,28
609695,Race / Gender,Hispanic - Female,2011,16.6,122
609695,Race / Gender,Native American - Female,2011,,1
609695,Race / Gender,Asian / Pacific - Female,2011,18.0,17
609695,Race / Gender,White - Male,2011,17.2,18
609695,Race / Gender,Other - Male,2011,,1
609695,Race / Gender,Black - Female,2011,17.6,25
609695,Race / Gender,Hispanic - Male,2011,15.6,112
609695,Race / Gender,White - Female,2011,17.7,18
609695,Race / Gender,Other - Female,2011,,4
609695,Lunch,Free / Reduced Lunch,2012,16.8,330
609695,Lunch,Not Free / Reduced Lunch,2012,17.6,19
609695,LEP,LEP,2012,14.5,36
609695,LEP,Is Not LEP,2012,17.1,313
609695,Race / Gender,Hispanic - Male,2012,16.9,113
609695,Race / Gender,Native American - Female,2012,,1
609695,Race / Gender,White - Female,2012,17.0,17
609695,Race / Gender,Asian / Pacific - Female,2012,18.8,26
609695,Race / Gender,Hispanic - Female,2012,16.8,123
609695,Race / Gender,Asian / Pacific - Male,2012,18.2,15
609695,Race / Gender,Other - Male,2012,,4
609695,Race / Gender,Black - Male,2012,15.5,26
609695,Race / Gender,Black - Female,2012,16.1,11
609695,Race / Gender,White - Male,2012,15.9,10
609695,Race / Gender,Other - Female,2012,,3
